danm_id,commercial_name,active,inscription_date,registry_number,nombre_comercial_second,status,formula,active_ingredient,concentration,pharmaceutical_form_name,pharmaceutical_company,level_price,range_price,minimum_price_presentation,maximum_price_presentation,ranges_prices
F039406102010,SIMVASTATINA  20 mg SAIMED  TABLETA  RECUBIERTA,A,2010/10/06,F039406102010,SIMVASTATINA  20 mg SAIMED  TABLETA  RECUBIERTA,A,Simvastatina 20 mg.,Simvastatina,20 mg.,TABLETA RECUBIERTA,M/S CAPLIN POINT LABORATORIES LTD,0.42,0.42,22.1,28.03,$22.10 - $28.03
F039408072021,AMOXY PLUS 312.5 mg/5 mL POLVO PARA SUSPENSION ORAL,A,2021/07/08,,,,,,,,,,,,,
F039409072003,INDOMETACINA FLAMINGO 25 mg CAPSULAS,A,2003/07/09,F039409072003,INDOMETACINA FLAMINGO 25 mg CAPSULAS,A,Indometacina 25 mg.,Indometacina,25 mg.,CAPSULA DE GELATINA DURA,FLAMINGO PHARMACEUTICAL LTD. (1),0.06,0.06,2.75,9.61,$2.75 - $9.61
F039412082009,TUSOLEX BALSAMICO SOLUCION INYECTABLE,A,2009/08/12,,,,,,,,,,,,,
F039413092012,BICARBONATO DE SODIO S&M POLVO,A,2012/09/13,F039413092012,BICARBONATO DE SODIO S&M POLVO,A,BICARBONATO DE SODIO 12 g.,BICARBONATO DE SODIO,12 g.,POLVO,LABORATORIOS HIFAR,0.51,0.51,6.11,6.11,$6.11 - $6.11
F039415062005,ESTERMAX CREMA VAGINAL 0.625 mg/g,A,2005/06/15,F039415062005,ESTERMAX CREMA VAGINAL 0.625 mg/g,A,Estrógenos conjugados 62.5 mg.,Estrógenos conjugados,62.5 mg.,CREMA,LABORATORIOS CHALVER DE COLOMBIA S.A.,0.49,0.49,19.69,19.69,$19.69 - $19.69
F039418062020,NORVASC 10 mg TABLETAS UPJOHN,A,2020/06/18,F039418062020,NORVASC 10 mg TABLETAS UPJOHN,A,Amlodipino 10 mg.,Amlodipino,10 mg.,TABLETA,PFIZER PHARMACEUTICALS LLC,,,,,
F039422052002,VAGISTEN PEDIATRICO CREMA TOPICA,A,2002/05/22,F039422052002,VAGISTEN PEDIATRICO CREMA TOPICA,A,SULFACETAMIDA  3 g. + UREA 1 g. + Sulfanilamida 3.7 g. + SULFADIAZINA 3.7 g.,SULFACETAMIDA  + UREA + Sulfanilamida + SULFADIAZINA,3 g. + 1 g. + 3.7 g. + 3.7 g.,CREMA TOPICA,LABORATORIO QUIMICO FARMACEUTICO MEDITECH LABORATORIES DE CENTRO AMERICA,0.28,0.28,5.68,5.68,$5.68 - $5.68
F039425072019,ROSUVASTATINA 10 ADIUVO COMPRIMIDOS RECUBIERTOS,A,2019/07/25,F039425072019,ROSUVASTATINA 10 ADIUVO COMPRIMIDOS RECUBIERTOS,A,Rosuvastatina cálcica 10.42 mg.,Rosuvastatina cálcica,10.42 mg.,COMPRIMIDOS RECUBIERTOS,SAGA LABORATORIES (1),,,18.13,18.13,$18.13 - $18.13
F039425082016,OXIURIS SUSPENSION ORAL,A,2016/08/25,F039425082016,ALBENDAZOL FUNIVER 200mg/5mL SUSPENSION ORAL,A,Albendazol 200 mg.,Albendazol,200 mg.,SUSPENSION ORAL,CIRON DRUGS AND PHARMACEUTICALS PVT. LTD.,,,,,
F039425082022,SERETIDE DISKUS 50-250 MCG/DOSIS POLVO PARA INHALACIÓN,A,2022/08/25,,,,,,,,,,,,,
F039426102017,TORVA 40 COMPRIMIDOS RECUBIERTOS,A,2017/10/26,F039426102017,TORVA LASCA 40 COMPRIMIDOS RECUBIERTOS,A,Atorvastatina 40 mg.,Atorvastatina,40 mg.,COMPRIMIDOS RECUBIERTOS,VICENTE SCAVONE & CÍA. C.E.I.S.A. LABORATORIOS LASCA,,,37.83,37.83,$37.83 - $37.83
F039501112018,CEFIXIMA 100mg/5mL FG POLVO PARA SUSPENSION ORAL,A,2018/11/01,F039501112018,CEFIXIMA 100mg/5mL FG POLVO PARA SUSPENSION ORAL,A,Cefixima 100 mg.,Cefixima,100 mg.,POLVO PARA SUSPENSIÓN,"WEXFORD LABORATORIES, PVT. LTD.",0.29,0.29,15.55,31.09,$15.55 - $31.09
F039503092008,EMMY DOLO 1% GEL TOPICO,A,2008/09/03,F039503092008,EMMY DOLO 1% GEL TOPICO,A,DICLOFENACO SODICO 1 g.,DICLOFENACO SODICO,1 g.,GEL TOPICO,LABORATORIO FARMACEUTICO ENMILEN,,,,,
F039504092014,JARIT® 100 mg CAPSULA BLANDA ,A,2014/09/04,F039504092014,JARIT® 100 mg CAPSULA BLANDA ,A,PROGESTERONA MICRONIZADA 100 mg.,PROGESTERONA MICRONIZADA,100 mg.,CAPSULA DE GELATINA BLANDA,PROCAPS S.A.,0.64,0.64,19.09,19.09,$19.09 - $19.09
F039506102010,BLASTOFERON 22µg (6M.U.I)  SOLUCION INYECTABLE,A,2010/10/06,F039506102010,BLASTOFERON 22µg (6M.U.I)  SOLUCION INYECTABLE,A,INTERFERON BETA 1-A 22 mcg.,INTERFERON BETA 1-A,22 mcg.,SOLUCION INYECTABLE,BIO SIDUS S.A.,,,,,
F039508072021,AMOXY PLUS 625 mg TABLETAS RECUBIERTAS,A,2021/07/08,,,,,,,,,,,,,
F039513092012,WELLKID BABY JARABE,A,2012/09/13,F039513092012,WELLKID BABY JARABE,A,Ácido ascórbico (Vitamina C) 15 mg. + D-Alfa tocoferol 2.5 mg. + Folacina 40 mcg. + Tiamina 0.26 mg. + Colecalciferol 1.25 mcg. + Cianocobalamina 0.5 mcg. + Hierro 2 mg. + Riboflavina 0.4 mg. + VITAMINA B6 0.25 mg. + VITAMINA B3 (NIACINAMIDA) 3 mg. + SEMILLA DE LINAZA 15.545 mg. + ACIDO PANTOTENICO 1 mg. + EXTRACTO DE MALTA 250 mg. + ZINC 1.25 mg. + COBRE 0.05 mg. + VITAMINA A 66.66 mcg.,Ácido ascórbico (Vitamina C) + D-Alfa tocoferol + Folacina + Tiamina + Colecalciferol + Cianocobalamina + Hierro + Riboflavina + VITAMINA B6 + VITAMINA B3 (NIACINAMIDA) + SEMILLA DE LINAZA + ACIDO PANTOTENICO + EXTRACTO DE MALTA + ZINC + COBRE + VITAMINA A,15 mg. + 2.5 mg. + 40 mcg. + 0.26 mg. + 1.25 mcg. + 0.5 mcg. + 2 mg. + 0.4 mg. + 0.25 mg. + 3 mg. + 15.545 mg. + 1 mg. + 250 mg. + 1.25 mg. + 0.05 mg. + 66.66 mcg.,JARABE,LALEHAM HEALTH AND BEAUTY LIMITED,0.13,0.13,19.23,19.23,$19.23 - $19.23
F039517082011,HYNDRIAX 10 mg CAPSULAS BLANDAS,A,2011/08/17,F039517082011,HYNDRIAX 10 mg CAPSULAS BLANDAS,A,Isotretinoina 10 mg.,Isotretinoina,10 mg.,CAPSULAS BLANDAS,PROCAPS S.A.,0.91,0.91,21.7,22,$21.70 - $22.00
F039518052005,ENTEROGERMINA 2 BILLONES / 5 mL SUSPENSION ORAL,A,2005/01/01,F039518052005,ENTEROGERMINA 2 BILLONES / 5 mL SUSPENSION ORAL,A,ESPORAS DE BACILLUS CLAUSII RESISTENTES A MEDICAMENTOS MULTIPLES Y ANTIBIOTICOS 2 BILLONES 0 N/A + ESPORAS DE BACILLUS CLAUSII RESISTENTES A MEDICAMENTOS MULTIPLES Y ANTIBIOTICOS 2 BILLONES 0 N/A,ESPORAS DE BACILLUS CLAUSII RESISTENTES A MEDICAMENTOS MULTIPLES Y ANTIBIOTICOS 2 BILLONES + ESPORAS DE BACILLUS CLAUSII RESISTENTES A MEDICAMENTOS MULTIPLES Y ANTIBIOTICOS 2 BILLONES,0 N/A + 0 N/A,SUSPENSION ORAL,LABORATOIRE UNITHER,0.29,0.29,14.52,14.52,$14.52 - $14.52
F039518062020,AMOXICILINA 500 ADIUVO CAPSULAS,A,2020/06/18,F039518062020,AMOXICILINA 500 ADIUVO CAPSULAS,A,Amoxicilina trihidrato 500 mg.,Amoxicilina trihidrato,500 mg.,CAPSULAS DE GELATINA DURA,AUROBINDO PHARMA LIMITED (UNIT-XII),,,,,
F039522052002,MEDISTEN FORTE 2% CREMA TOPICA,A,2002/05/22,F039522052002,MEDISTEN FORTE 2% CREMA TOPICA,A,Clotrimazol 2 g.,Clotrimazol,2 g.,CREMA TOPICA,LABORATORIO QUIMICO FARMACEUTICO MEDITECH LABORATORIES DE CENTRO AMERICA,0.52,0.52,3.99,4.99,$3.99 - $4.99
F039525072019,MEDRINAT® 15 mg / 5 mL JARABE,A,2019/07/25,F039525072019,MEDRINAT® 15 mg / 5 mL JARABE,A,Dimenhidrinato 15 mg.,Dimenhidrinato,15 mg.,JARABE,LABORATORIOS FARMACEUTICOS RAZEL,,,,,
F039525082016,AMOBEN 100mg/5mL SUSPENSION ORAL,A,2016/08/25,F039525082016,MEBENDAZOL FUNIVER 100mg/5mL SUSPENSION ORAL,A,Mebendazol 100 mg.,Mebendazol,100 mg.,SUSPENSION,CIRON DRUGS AND PHARMACEUTICALS PVT. LTD.,,,,,
F039525082022,SERETIDE DISKUS 50-500MCG/DOSIS POLVO PARA INHALACIÓN,A,2022/08/25,,,,,,,,,,,,,
F039526102017,HIDROCORT POLVO PARA INYECCION,A,2017/10/26,F039526102017,HIDROCORTISONA FUNIVER 100mg/vial POLVO PARA INYECCION,A,HIDROCORTISONA 100 mg.,HIDROCORTISONA,100 mg.,POLVO PARA SOLUCION INYECTABLE,CIRON DRUGS AND PHARMACEUTICALS PVT. LTD.,,,,,
F039530062004,CLOTRIBETAGEN ENMILEN CREMA,A,2004/06/09,F039530062004,CLOTRIBETAGEN ENMILEN CREMA,A,GENTAMICINA 100 mg. + Clotrimazol 1.05 g. + Betametasona 64.28 mg.,GENTAMICINA + Clotrimazol + Betametasona,100 mg. + 1.05 g. + 64.28 mg.,CREMA,LABORATORIO FARMACEUTICO ENMILEN,0.43,0.43,8.54,8.79,$8.54 - $8.79
F039601112018,POSTELLE Drospirenona 2mg/Estradiol 1mg COMPRIMIDOS RECUBIERTOS,A,2018/11/01,F039601112018,POSTELLE Drospirenona 2mg/Estradiol 1mg COMPRIMIDOS RECUBIERTOS,A,Estradiol hemihidrato 1.033 mg. + Drospirenona 2 mg.,Estradiol hemihidrato + Drospirenona,1.033 mg. + 2 mg.,COMPRIMIDO RECUBIERTO,URUFARMA S.A.,0.57,0.57,15.77,16.24,$15.77 - $16.24
F039604092014,JARIT® 200 mg CAPSULA BLANDA,A,2014/09/04,F039604092014,JARIT® 200 mg CAPSULA BLANDA,A,PROGESTERONA MICRONIZADA 200 mg.,PROGESTERONA MICRONIZADA,200 mg.,CAPSULAS DE GELATINA BLANDA,PROCAPS S.A.,1.28,1.28,38.3,38.3,$38.30 - $38.30
F039606102010,BLASTOFERON 44 µg (12M.U.I)  SOLUCION INYECTABLE,A,2010/10/06,F039606102010,BLASTOFERON 44 µg (12M.U.I)  SOLUCION INYECTABLE,A,INTERFERON BETA 1-A 44 mcg.,INTERFERON BETA 1-A,44 mcg.,SOLUCION INYECTABLE,BIO SIDUS S.A.,,,,,
F039608072021,CLOTRIMAZOL BALAXI 2% CREMA,A,2021/07/08,,,,,,,,,,,,,
F039617082011,BIOCALCIUM D MK® POLVO EFERVESCENTE PARA SOLUCIÓN ORAL,A,2011/08/17,F039617082011,BIOCALCIUM D MK® POLVO EFERVESCENTE PARA SOLUCIÓN ORAL,A,Carbonato de calcio 1387 mg. + Colecalciferol 2 mg.,Carbonato de calcio + Colecalciferol,1387 mg. + 2 mg.,POLVO EFERVESCENTE PARA SOLUCION ORAL,TECNOFAR TQ S.A.,0.45,0.45,13.44,13.44,$13.44 - $13.44
F039618052005,REMINYL ER 16 mg. CAPSULAS DE LIBERACION PROLONGADA.,A,2005/05/18,F039618052005,REMINYL ER 16 mg. CAPSULAS DE LIBERACION PROLONGADA.,A,GALANTAMINA  16 mg.,GALANTAMINA ,16 mg.,CAPSULA DE LIBERACIÓN PROLONGADA,"JANSSEN CILAG, S.A. DE C.V., MEXICO",6.5,6.5,45.53,45.53,$45.53 - $45.53
F039618062020,TELMISARTAN + HIDROCLOROTIAZIDA ARGUS SALUD TABLETA RECUBIERTA,A,2020/06/18,F039618062020,TELMISARTAN + HIDROCLOROTIAZIDA ARGUS SALUD TABLETA RECUBIERTA,A,Telmisartán 80 mg. + Hidroclorotiazida 25 mg.,Telmisartán + Hidroclorotiazida,80 mg. + 25 mg.,TABLETA RECUBIERTA,M/S CAPLIN POINT LABORATORIES LTD,,,,,
F039625072019,GLIMET 1g POLVO PARA SOLUCIÓN ORAL,A,2019/08/21,F039625072019,GLIMET 1g,A,Metformina clorhidrato 1000 mg.,Metformina clorhidrato,1000 mg.,POLVO PARA SOLUCION ORAL,LABORATORIO FARMACEUTICO FARDEL,,,,,
F039625082016,GRANISETRON PL 1mg/mL SOLUCION INYECTABLE,A,2016/08/25,F039625082016,GRANISETRON PL 1mg/mL SOLUCION INYECTABLE,A,GRANISETRON (COMO GRANISETRON CLORHIDRATO 1.1 mg) 1 mg.,GRANISETRON (COMO GRANISETRON CLORHIDRATO 1.1 mg),1 mg.,SOLUCION INYECTABLE,LABORATORIO FARMACEUTICO PAILL,,,33.33,33.33,$33.33 - $33.33
F039625082022,OMEPRAZOL 20MG CAPSULAS (CONTENIENDO GRANULOS CON CUBIERTA ENTERICA) VMG,A,2022/08/25,,,,,,,,,,,,,
F039626102017,MEPRAZO 20 COMPRIMIDOS RECUBIERTOS,A,2017/10/26,F039626102017,MEPRAZOLASCA 20 COMPRIMIDOS RECUBIERTOS,A,Esomeprazol 20 mg.,Esomeprazol,20 mg.,COMPRIMIDOS RECUBIERTOS,VICENTE SCAVONE & CÍA. C.E.I.S.A. LABORATORIOS LASCA,,,20.8,20.8,$20.80 - $20.80
F039630062004,NEUROCEBRAL SOLUCION ORAL,A,2004/06/30,F039630062004,NEUROCEBRAL SOLUCION ORAL,A,TIAMINA CLORHIDRATO 25 mg. + GLICEROFOSFATO DE CALCIO 50 mg. + Riboflavina 5´-Fosfato de sodio 3 mg. + Ácido glutámico 100 mg. + Cianocobalamina 10 mcg. + PIRIDOXINA CLORHIDRATO 25 mg. + NIACINAMIDA 20 mg. + TIAMINA CLORHIDRATO 25 mg. + GLICEROFOSFATO DE CALCIO 50 mg. + Riboflavina 5´-Fosfato de sodio 3 mg. + Ácido glutámico 100 mg. + Cianocobalamina 10 mcg. + PIRIDOXINA CLORHIDRATO 25 mg. + NIACINAMIDA 20 mg.,TIAMINA CLORHIDRATO + GLICEROFOSFATO DE CALCIO + Riboflavina 5´-Fosfato de sodio + Ácido glutámico + Cianocobalamina + PIRIDOXINA CLORHIDRATO + NIACINAMIDA + TIAMINA CLORHIDRATO + GLICEROFOSFATO DE CALCIO + Riboflavina 5´-Fosfato de sodio + Ácido glutámico + Cianocobalamina + PIRIDOXINA CLORHIDRATO + NIACINAMIDA,25 mg. + 50 mg. + 3 mg. + 100 mg. + 10 mcg. + 25 mg. + 20 mg. + 25 mg. + 50 mg. + 3 mg. + 100 mg. + 10 mcg. + 25 mg. + 20 mg.,SOLUCION ORAL,LABORATORIO FARMACEUTICO VIDES,0.08,0.08,17.69,20.81,$17.69 - $20.81
F039701112018,DUTAFLOX DUO CÁPSULAS,A,2018/11/01,F039701112018,DUTAFLOX DUO CÁPSULAS,A,Tamsulosina clorhidrato 0.4 mg. + Dutasterida 0.5 mg.,Tamsulosina clorhidrato + Dutasterida,0.4 mg. + 0.5 mg.,CAPSULA,TITAN LABORATORIES PVT.LTD. ,,,44.72,44.72,$44.72 - $44.72
F039706062013,EUKENE H 20/12.5 COMPRIMIDOS  RECUBIERTOS,A,2013/06/06,F039706062013,EUKENE H 20/12.5 COMPRIMIDOS  RECUBIERTOS,A,Olmesartán medoxomilo 20 mg. + Hidroclorotiazida 12.5 mg.,Olmesartán medoxomilo + Hidroclorotiazida,20 mg. + 12.5 mg.,COMPRIMIDO RECUBIERTO,"LABORATORIOS ROWE, S.R.L.",1.38,1.38,39.23,40.91,$39.23 - $40.91
F039708072021,KITOSCELL LP ,A,2021/07/08,,,,,,,,,,,,,
F039712082009,OPTHAFLOX 3 mg/mL SOLUCION,A,2009/08/12,F039712082009,OPTHAFLOX 3 mg/mL SOLUCION,A,CLORHIDRATO DE CIPROFLOXACINO MONOHIDRATO 3.3 mg.,CLORHIDRATO DE CIPROFLOXACINO MONOHIDRATO,3.3 mg.,SOLUCION,"LABORATORIOS GRIN, S.A. DE C.V.",1.11,1.11,11.07,11.07,$11.07 - $11.07
F039716082019,LEFLUNOMIDA ULTRA 20 mg COMPRIMIDOS,A,2019/08/16,,,,,,,,,,,,,
F039717082011,VITAMINA C 500 mg TABLETAS MASTICABLES SUN NATURALS,A,2011/08/17,F039717082011,VITAMINA C 500 mg TABLETAS MASTICABLES SUN NATURALS,A,Ácido ascórbico (Vitamina C) 205.67 mg. + ASCORBATO DE SODIO (88% VITAMINA C) 340 mg.,Ácido ascórbico (Vitamina C) + ASCORBATO DE SODIO (88% VITAMINA C),205.67 mg. + 340 mg.,TABLETAS MASTICABLES,ARNET PHARMACEUTICAL CORP.,0.23,0.23,20.62,20.62,$20.62 - $20.62
F039718062020,VILDA DENK 50 mg COMPRIMIDOS,A,2020/06/18,F039718062020,VILDA DENK 50 mg COMPRIMIDOS,A,Vildagliptina 50 mg.,Vildagliptina,50 mg.,COMPRIMIDO,COMBINO PHARM (MALTA) LTD.,,,,,
F039719092007,SUTENT 12.5 mg CAPSULAS,A,2007/09/19,F039719092007,SUTENT 12.5 mg CAPSULAS,A,MALATO DE SUNITINIB 16.7 mg.,MALATO DE SUNITINIB,16.7 mg.,CAPSULA,PFIZER ITALIA S.R.L.,,,,,
F039720102010,IRBESARTAN CALOX 300 mg TABLETAS RECUBIERTAS,A,2010/10/20,F039720102010,IRBESARTAN CALOX 300 mg TABLETAS RECUBIERTAS,A,Irbesartán 300 mg.,Irbesartán,300 mg.,TABLETAS RECUBIERTAS,"CALOX DE COSTA RICA, S.A.",0.62,0.62,1.2,15.63,$1.20 - $15.63
F039724092008,GRIP STOP TABLETAS,A,2008/09/24,F039724092008,GRIP STOP TABLETAS,A,DEXTROMETORFANO HBr 10 mg. + CAFEINA ANHIDRA 50 mg. + FENILEFRINA HCl 5 mg. + Acetaminofén 500 mg. + CLORFENIRAMINA MALEATO 2 mg.,DEXTROMETORFANO HBr + CAFEINA ANHIDRA + FENILEFRINA HCl + Acetaminofén + CLORFENIRAMINA MALEATO,10 mg. + 50 mg. + 5 mg. + 500 mg. + 2 mg.,TABLETA,LABORATORIOS LAMFER,0.31,0.31,30.88,30.88,$30.88 - $30.88
F039725082022,BLILDAGLIP 50 mg TABLETA,A,2022/08/25,,,,,,,,,,,,,
F039726102017,LOSARTAN POTASICO 100 mg ARGUS SALUD TABLETA RECUBIERTA,A,2017/10/26,F039726102017,LOSARTAN POTASICO 100 mg ARGUS SALUD TABLETA RECUBIERTA,A,Losartán potásico 100 mg.,Losartán potásico,100 mg.,TABLETAS RECUBIERTAS,CAPLIN POINT LABORATORIES LTD.,0.68,0.68,34.05,34.05,$34.05 - $34.05
F039731082015,"DEXA-VIMASA SOLUCIÓN INYECTABLE. Ampolla 1: Tiamina Clorhidrato 100mg; Piridoxina Clorhidrato 100mg; Cianocobalamina 5,000 mcg; Lidocaina clorhidrato 10mg/2.00mL. Ampolla 2: Dexametasona fosfato de Sodio 4.00 mg/mL",A,2015/08/31,F039731082015,"DEXA-VIMASA SOLUCIÓN INYECTABLE. Ampolla 1: Tiamina Clorhidrato 100mg; Piridoxina Clorhidrato 100mg; Cianocobalamina 5,000 mcg; Lidocaina clorhidrato 10mg/2.00mL. Ampolla 2: Dexametasona fosfato de Sodio 4.00 mg/mL",A,TIAMINA CLORHIDRATO 100 mg. + CIANOCOBALAMINA 5000 mcg. + DEXAMETASONA FOSFATO SODICO 4 mg/ml + PIRIDOXINA CLORHIDRATO 100 mg. + LIDOCAINA CLORHIDRATO 10 mg/2ml,TIAMINA CLORHIDRATO + CIANOCOBALAMINA + DEXAMETASONA FOSFATO SODICO + PIRIDOXINA CLORHIDRATO + LIDOCAINA CLORHIDRATO,100 mg. + 5000 mcg. + 4 mg/ml + 100 mg. + 10 mg/2ml,SOLUCION INYECTABLE,LABORATORIOS BONIN S.A.,1.65,1.65,6.58,6.58,$6.58 - $6.58
F039806062013,GESEMET 10mg/10mg COMPRIMIDOS ENTERICOS,A,2013/06/06,F039806062013,GESEMET 10mg/10mg COMPRIMIDOS ENTERICOS,A,Succinato de doxilamina 10 mg. + Piridoxina clorhidrato 10 mg.,Succinato de doxilamina + Piridoxina clorhidrato,10 mg. + 10 mg.,COMPRIMIDO ENTERICO,"LABIANA PHARMACEUTICALS, S.L.U.",0.69,0.69,11.82,23.99,$11.82 - $23.99
F039808072021,GLIMEPIRIDA FD 4 mg TABLETAS,A,2021/07/08,,,,,,,,,,,,,
F039812082009,BETADUO 2mL SUSPENSION INYECTABLE,A,2009/08/12,F039812082009,BETADUO 2mL SUSPENSION INYECTABLE,A,Betametasona 5 fosfato de sodio 5.4206 mg. + Betametasona dipropionato 13.242 mg.,Betametasona 5 fosfato de sodio + Betametasona dipropionato,5.4206 mg. + 13.242 mg.,SUSPENSION INYECTABLE,PHARMAYECT S.A.,12.99,12.99,25.6,26.35,$25.60 - $26.35
F039816082019,OXIGENO MEDICINAL LIQUIDO ULTRA PREMIUN GASPRO,A,2019/08/16,F039816082019,OXIGENO MEDICINAL LIQUIDO ULTRA PREMIUN GASPRO,A,Oxígeno 99.5 % + Oxígeno 99.5 %,Oxígeno + Oxígeno,99.5 % + 99.5 %,GAS MEDICINAL,CRIOGAS S.A DE C.V.,,,,,
F039817082011,GYNOLAK® CITRATO DE CLOMIFENO 50 mg COMPRIMIDOS,A,2011/08/17,F039817082011,GYNOLAK® CITRATO DE CLOMIFENO 50 mg COMPRIMIDOS,A,Citrato de Clomifeno 50 mg.,Citrato de Clomifeno,50 mg.,COMPRIMIDOS,LABORATORIOS RECALCINE S.A.,1.38,1.38,13.84,13.84,$13.84 - $13.84
F039818062020,FLOMACOR (FRACCION DE FLAVONOIDES PURIFICADA (DIOSMIN 450 mg Y HESPERIDINA 50 mg) TABLETAS RECUBIERTAS CON PELICULA,A,2020/06/18,F039818062020,FLOMACOR (FRACCION DE FLAVONOIDES PURIFICADA (DIOSMIN 450 mg Y HESPERIDINA 50 mg) TABLETAS RECUBIERTAS CON PELICULA,A,Diosmina 450 mg.,Diosmina,450 mg.,TABLETA RECUBIERTA CON PELÍCULA,MEPRO PHARMACEUTICALS PVT. LTD,,,,,
F039819062002,FULMIHONGUS 1% SOLUCION TOPICA,A,2002/06/19,F039819062002,FULMIHONGUS 1% SOLUCION TOPICA,A,Clotrimazol 1 g.,Clotrimazol,1 g.,SOLUCION TOPICA,LABORATORIO FARMACEUTICO ENMILEN,0.16,0.16,3.71,4,$3.71 - $4.00
F039819092007,SUTENT 25 mg CAPSULAS,A,2007/09/19,F039819092007,SUTENT 25 mg CAPSULAS,A,MALATO DE SUNITINIB 33.4 mg.,MALATO DE SUNITINIB,33.4 mg.,CAPSULA,PFIZER ITALIA S.R.L.,,,,,
F039825082016,APO-ANASTROZOL 1mg TABLETAS RECUBIERTAS,A,2016/08/25,,,,,,,,,,,,,
F039825082022,COFAXIMA 400 mg CAPSULAS,A,2022/08/25,,,,,,,,,,,,,
F039826102017,QUETIAPINA 300 mg ARGUS SALUD TABLETA RECUBIERTA DE LIBERACION SOSTENIDA,A,2017/10/26,F039826102017,QUETIAPINA 300 mg ARGUS SALUD TABLETA RECUBIERTA DE LIBERACION SOSTENIDA,A,Quetiapina fumarato 345 mg.,Quetiapina fumarato,345 mg.,COMPRIMIDOS RECUBIERTOS DE LIBERACION SOSTENIDA,CAPLIN POINT LABORATORIES LTD.,3.33,3.33,100,100,$100.00 - $100.00
F039831082015,SHINCORT YUNG SHIN 40 mg SUSPENSION INYECTABLE,A,2015/08/31,F039831082015,SHINCORT YUNG SHIN 40 mg SUSPENSION INYECTABLE,A,TRIANCINOLONA ACETONIDO MICRONIZADO 40 mg.,TRIANCINOLONA ACETONIDO MICRONIZADO,40 mg.,SUSPENSION INYECTABLE,YUNG SHIN PHARMACEUTICAL IND. CO. LTD.,,,,,
F039906062013,CLINDATEG 600mg/4mL TG SOLUCION INYECTABLE,A,2013/06/06,F039906062013,CLINDATEG 600mg/4mL TG SOLUCION INYECTABLE,A,CLINDAMICINA 600 mg.,CLINDAMICINA,600 mg.,SOLUCION INYECTABLE,TECNOFAR TQ S.A.S.,,,,,
F039908072021,CLONEX CD COMPRIMIDOS DISPERSABLES 2 mg,A,2021/07/08,,,,,,,,,,,,,
F039913092012,PRELYX 300 mg CAPSULA,A,2012/09/13,F039913092012,PRELYX 300 mg CAPSULA,A,PREGABALINA 300 mg.,PREGABALINA,300 mg.,CAPSULA,LABORATORIO FARMACEUTICO PAILL,2.19,2.19,43.83,43.83,$43.83 - $43.83
F039916082019,DIOXIDO DE CARBONO MEDICINAL GASPRO,A,2019/08/16,F039916082019,DIOXIDO DE CARBONO MEDICINAL GASPRO,A,DIOXIDO DE CARBONO 99 %,DIOXIDO DE CARBONO,99 %,GAS MEDICINAL,MESSER COLOMBIA S.A.,,,,,
F039917082011,PRILIGY 30 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,A,2011/08/17,F039917082011,PRILIGY 30 mg TABLETAS  RECUBIERTAS,A,Dapoxetina Clorhidrato 33.6 mg.,Dapoxetina Clorhidrato,33.6 mg.,TABLETAS RECUBIERTAS,MENARINI - VON HEYDEN GMBH,13.92,13.92,41.75,41.75,$41.75 - $41.75
F039918062020,LINETERO 600 mg TABLETAS RECUBIERTAS - LINEZOLID,A,2020/06/18,F039918062020,LINETERO 600 mg TABLETAS RECUBIERTAS - LINEZOLID,A,Linezolid 600 mg.,Linezolid,600 mg.,TABLETAS RECUBIERTAS,HETERO LABS LIMITED (UNIDAD - III),,,,,
F039918092014,ELAFAX 75 mg COMPRIMIDOS,A,2014/09/18,F039918092014,ELAFAX 75 mg COMPRIMIDOS,A,Venlafaxina 75 mg.,Venlafaxina,75 mg.,COMPRIMIDOS,"SPEFAR, S.A.",1.26,1.26,37.85,37.85,$37.85 - $37.85
F039919092007,SUTENT 50 mg CAPSULAS,A,2007/09/19,F039919092007,SUTENT 50 mg CAPSULAS,A,MALATO DE SUNITINIB 66.8 mg.,MALATO DE SUNITINIB,66.8 mg.,CAPSULA,PFIZER ITALIA S.R.L.,,,,,
F039920102010,NIUX  (NICOTINA)  500 mcg SOLUCION  SPRAY  NASAL,A,2010/10/20,F039920102010,NIUX  (NICOTINA)  500 mcg SOLUCION  SPRAY  NASAL,A,NICOTINA 500 mcg.,NICOTINA,500 mcg.,SOLUCION PARA INHALACION NASAL,LABORATORIOS PABLO CASSARA S.R.L.,0.18,0.18,36.48,36.48,$36.48 - $36.48
F039925082016,APO-IMATINIB 400mg TABLETAS,A,2016/08/25,,,,,,,,,,,,,
F039925082022,DEXKETOPROFENO CALOX 25 mg SOLUCIÓN ORAL,A,2022/08/25,,,,,,,,,,,,,
F039926102017,LEVETAM 1 g COMPRIMIDO RECUBIERTO,A,2017/10/26,F039926102017,LEVETAM 1 g COMPRIMIDO RECUBIERTO,A,Levetiracetam 1 g.,Levetiracetam,1 g.,COMPRIMIDO RECUBIERTO,CAILLON & HAMONET S.A.C.I.,,,,,
F040001112018,ALERIN SUSPENSIÓN,A,2018/11/01,F040001112018,ALERIN SUSPENSIÓN,A,Fexofenadina clorhidrato 30 mg.,Fexofenadina clorhidrato,30 mg.,SUSPENSION,LABORATORIO FARMACEUTICO FARDEL,,,,,
